name,set,number,type,rarity,image_url,international_prints
Cherrim,RM,2,G Stage 1,,,
Ninetales,RM,3,R Stage 1,,,
Heatran,RM,4,R Basic,,,
Starmie,RM,5,W Stage 1,,,
Gyarados,RM,6,W Stage 1,,,
Pikachu,RM,7,L Basic,,,
Zapdos,RM,8,L Basic,,,
Mewtwo,RM,9,P Basic,,,
Mew,RM,10,P Basic,,,
Diglett,RM,11,F Basic,,,
Lucario,RM,12,F Stage 1,,,
Skuntank,RM,13,D Stage 1,,,
Bastiodon,RM,14,M Stage 2,,,
Rattata,RM,15,C Basic,,,
Bibarel,RM,16,C Stage 1,,,
Charizard,AR,1,R Stage 2,,,
Froslass,AR,2,W Stage 1,,,
Heatran,AR,3,R Basic,,,
Kabutops,AR,4,F Stage 2,,,
Luxray,AR,5,L Stage 2,,,
Mothim,AR,6,G Stage 1,,,
Probopass,AR,7,M Stage 1,,,
Salamence,AR,8,C Stage 2,,,
Swalot,AR,9,P Stage 1,,,
Tangrowth,AR,10,G Stage 1,,,
Toxicroak,AR,11,F Stage 1,,,
Zapdos G,AR,12,L Basic,,,
Aerodactyl,AR,13,F Stage 1,,,
Bronzong,AR,14,M Stage 1,,,
Cherrim,AR,15,G Stage 1,,,
Gengar,AR,16,P Stage 2,,,
Gengar,AR,17,P Stage 2,,,
Glalie,AR,18,W Stage 1,,,
Golem,AR,19,F Stage 2,,,
Hariyama,AR,20,F Stage 1,,,
Lopunny,AR,21,C Stage 1,,,
Manectric,AR,22,L Stage 1,,,
Omastar,AR,23,W Stage 2,,,
Pelipper,AR,24,W Stage 1,,,
Pichu,AR,25,L Basic,,,
Porygon-Z G,AR,26,C Basic,,,
Raichu,AR,27,L Stage 1,,,
Rapidash,AR,28,R Stage 1,,,
Raticate,AR,29,C Stage 1,,,
Sceptile,AR,30,G Stage 2,,,
Sceptile,AR,31,G Stage 2,,,
Spiritomb,AR,32,D Basic,,,
Bronzong,AR,33,M Stage 1,,,
Bronzor,AR,34,M Basic,,,
Charmeleon,AR,35,R Stage 1,,,
Gastly,AR,36,P Basic,,,
Graveler,AR,37,F Stage 1,,,
Grovyle,AR,38,G Stage 1,,,
Grovyle,AR,39,G Stage 1,,,
Gulpin,AR,40,P Basic,,,
Haunter,AR,41,P Stage 1,,,
Haunter,AR,42,P Stage 1,,,
Luxio,AR,43,L Stage 1,,,
Manectric,AR,44,L Stage 1,,,
Pelipper,AR,45,W Stage 1,,,
Ponyta,AR,46,R Basic,,,
Rapidash,AR,47,R Stage 1,,,
Shelgon,AR,48,C Stage 1,,,
Wormadam Plant Cloak,AR,49,G Stage 1,,,
Wormadam Sandy Cloak,AR,50,F Stage 1,,,
Wormadam Trash Cloak,AR,51,M Stage 1,,,
Bagon,AR,52,C Basic,,,
Beedrill G,AR,53,G Basic,,,
Bronzor,AR,54,M Basic,,,
Buneary,AR,55,C Basic,,,
Burmy Plant Cloak,AR,56,G Basic,,,
Burmy Sandy Cloak,AR,57,G Basic,,,
Burmy Trash Cloak,AR,58,G Basic,,,
Charmander,AR,59,R Basic,,,
Cherubi,AR,60,G Basic,,,
Croagunk,AR,61,F Basic,,,
Electrike,AR,62,L Basic,,,
Electrike,AR,63,L Basic,,,
Gastly,AR,64,P Basic,,,
Geodude,AR,65,F Basic,,,
Gulpin,AR,66,P Basic,,,
Kabuto,AR,67,F Stage 1,,,
Makuhita,AR,68,F Basic,,,
Nosepass,AR,69,F Basic,,,
Omanyte,AR,70,W Stage 1,,,
Pikachu,AR,71,L Basic,,,
Ponyta,AR,72,R Basic,,,
Rattata,AR,73,C Basic,,,
Shinx,AR,74,L Basic,,,
Snorunt,AR,75,W Basic,,,
Tangela,AR,76,G Basic,,,
Tangela,AR,77,G Basic,,,
Treecko,AR,78,G Basic,,,
Treecko,AR,79,G Basic,,,
Wingull,AR,80,W Basic,,,
Wingull,AR,81,W Basic,,,
Beginning Door,AR,82,Item,,,
Bench Shield,AR,83,Tool,,,
Buffer Piece,AR,84,Tool,,,
Department Store Girl,AR,85,Supporter,,,
Energy Restore,AR,86,Item,,,
Expert Belt,AR,87,Tool,,,
Lucky Egg,AR,88,Tool,,,
Old Amber,AR,89,Item,,,
Professor Oak's Visit,AR,90,Supporter,,,
Ultimate Zone,AR,91,Stadium,,,
Dome Fossil,AR,92,Item,,,
Helix Fossil,AR,93,Item,,,
Arceus LV.X,AR,94,C Level Up,,,
Arceus LV.X,AR,95,C Level Up,,,
Arceus LV.X,AR,96,C Level Up,,,
Gengar LV.X,AR,97,P Level Up,,,
Salamence LV.X,AR,98,C Level Up,,,
Tangrowth LV.X,AR,99,G Level Up,,,
Arceus,AR,AR1,D Basic,,,
Arceus,AR,AR2,G Basic,,,
Arceus,AR,AR3,R Basic,,,
Arceus,AR,AR4,W Basic,,,
Arceus,AR,AR5,C Basic,,,
Arceus,AR,AR6,L Basic,,,
Arceus,AR,AR7,P Basic,,,
Arceus,AR,AR8,F Basic,,,
Arceus,AR,AR9,M Basic,,,
Bagon,AR,SH10,C Basic,,,
Ponyta,AR,SH11,R Basic,,,
Shinx,AR,SH12,L Basic,,,
Absol G,SV,1,D Basic,,,
Blaziken FB,SV,2,R Basic,,,
Drifblim FB,SV,3,P Basic,,,
Electivire FB,SV,4,L Basic,,,
Garchomp,SV,5,C Stage 2,,,
Magmortar,SV,6,R Stage 1,,,
Metagross,SV,7,M Stage 2,,,
Rayquaza C,SV,8,C Basic,,,
Regigigas FB,SV,9,C Basic,,,
Rhyperior,SV,10,F Stage 2,,,
Staraptor FB,SV,11,C Basic,,,
Swampert,SV,12,W Stage 2,,,
Venusaur,SV,13,G Stage 2,,,
Yanmega,SV,14,G Stage 1,,,
Arcanine G,SV,15,R Basic,,,
Articuno,SV,16,W Basic,,,
Butterfree FB,SV,17,G Basic,,,
Camerupt,SV,18,R Stage 1,,,
Camerupt G,SV,19,R Basic,,,
Charizard G,SV,20,R Basic,,,
Chimecho,SV,21,P Basic,,,
Claydol,SV,22,P Stage 1,,,
Crawdaunt G,SV,23,D Basic,,,
Dewgong,SV,24,W Stage 1,,,
Dodrio,SV,25,C Stage 1,,,
Dusknoir FB,SV,26,P Basic,,,
Empoleon FB,SV,27,W Basic,,,
Exploud,SV,28,C Stage 2,,,
Honchkrow,SV,29,D Stage 1,,,
Lickilicky C,SV,30,C Basic,,,
Lucario C,SV,31,F Basic,,,
Lunatone,SV,32,P Basic,,,
Mawile,SV,33,M Basic,,,
Medicham,SV,34,P Stage 1,,,
Milotic C,SV,35,W Basic,,,
Moltres,SV,36,R Basic,,,
Mr. Mime,SV,37,P Basic,,,
Parasect,SV,38,G Stage 1,,,
Primeape,SV,39,F Stage 1,,,
Roserade C,SV,40,P Basic,,,
Sableye G,SV,41,D Basic,,,
Sandslash,SV,42,F Stage 1,,,
Seaking,SV,43,W Stage 1,,,
Shedinja,SV,44,G Stage 1,,,
Solrock,SV,45,P Basic,,,
Spinda,SV,46,C Basic,,,
Wailord,SV,47,W Stage 1,,,
Zapdos,SV,48,L Basic,,,
Altaria C,SV,49,C Basic,,,
Arcanine,SV,50,R Stage 1,,,
Bibarel,SV,51,C Stage 1,,,
Breloom,SV,52,F Stage 1,,,
Carnivine,SV,53,G Basic,,,
Chatot G,SV,54,C Basic,,,
Cherrim,SV,55,G Stage 1,,,
Dragonite FB,SV,56,C Basic,,,
Drifblim,SV,57,P Stage 1,,,
Floatzel,SV,58,W Stage 1,,,
Gabite,SV,59,C Stage 1,,,
Garchomp C,SV,60,C Basic,,,
Hippopotas,SV,61,F Basic,,,
Ivysaur,SV,62,G Stage 1,,,
Lopunny,SV,63,C Stage 1,,,
Loudred,SV,64,C Stage 1,,,
Magmar,SV,65,R Basic,,,
Manectric G,SV,66,L Basic,,,
Marshtomp,SV,67,W Stage 1,,,
Masquerain,SV,68,G Stage 1,,,
Metang,SV,69,M Stage 1,,,
Milotic,SV,70,W Stage 1,,,
Minun,SV,71,L Basic,,,
Murkrow,SV,72,D Basic,,,
Ninjask,SV,73,G Stage 1,,,
Numel,SV,74,R Basic,,,
Pinsir,SV,75,G Basic,,,
Plusle,SV,76,L Basic,,,
Raichu,SV,77,L Stage 1,,,
Raticate G,SV,78,C Basic,,,
Relicanth,SV,79,F Basic,,,
Rhydon,SV,80,F Stage 1,,,
Roserade,SV,81,G Stage 1,,,
Rotom,SV,82,L Basic,,,
Skarmory FB,SV,83,M Basic,,,
Spiritomb C,SV,84,P Basic,,,
Staravia,SV,85,C Stage 1,,,
Togekiss C,SV,86,C Basic,,,
Wailmer,SV,87,W Basic,,,
Yanma,SV,88,G Basic,,,
Baltoy,SV,89,P Basic,,,
Beldum,SV,90,M Basic,,,
Bidoof,SV,91,C Basic,,,
Buizel,SV,92,W Basic,,,
Bulbasaur,SV,93,G Basic,,,
Buneary,SV,94,C Basic,,,
Chatot,SV,95,C Basic,,,
Cherubi,SV,96,G Basic,,,
Chimchar,SV,97,R Basic,,,
Chingling,SV,98,P Basic,,,
Combee,SV,99,G Basic,,,
Corphish,SV,100,W Basic,,,
Croagunk,SV,101,P Basic,,,
Doduo,SV,102,C Basic,,,
Drifloon,SV,103,P Basic,,,
Feebas,SV,104,W Basic,,,
Geodude,SV,105,F Basic,,,
Gible,SV,106,C Basic,,,
Goldeen,SV,107,W Basic,,,
Growlithe,SV,108,R Basic,,,
Kricketot,SV,109,G Basic,,,
Magikarp,SV,110,W Basic,,,
Magnemite,SV,111,L Basic,,,
Mankey,SV,112,F Basic,,,
Meditite,SV,113,P Basic,,,
Meowth,SV,114,C Basic,,,
Mime Jr.,SV,115,P Basic,,,
Mudkip,SV,116,W Basic,,,
Nincada,SV,117,G Basic,,,
Pachirisu,SV,118,L Basic,,,
Paras,SV,119,G Basic,,,
Pikachu,SV,120,L Basic,,,
Piplup,SV,121,W Basic,,,
Rhyhorn,SV,122,F Basic,,,
Roselia,SV,123,G Basic,,,
Sandshrew,SV,124,F Basic,,,
Seel,SV,125,W Basic,,,
Shinx,SV,126,L Basic,,,
Shroomish,SV,127,G Basic,,,
Skorupi,SV,128,P Basic,,,
Starly,SV,129,C Basic,,,
Surskit,SV,130,G Basic,,,
Turtwig,SV,131,G Basic,,,
Whismur,SV,132,C Basic,,,
Zubat,SV,133,P Basic,,,
Battle Tower,SV,134,Stadium,,,
Champion's Room,SV,135,Stadium,,,
Cynthia's Guidance,SV,136,Supporter,,,
Cyrus's Initiative,SV,137,Supporter,,,
Night Teleporter,SV,138,Item,,,
Palmer's Contribution,SV,139,Supporter,,,
VS Seeker,SV,140,Item,,,
Absol G LV.X,SV,141,D Level Up,,,
Blaziken FB LV.X,SV,142,R Level Up,,,
Charizard G LV.X,SV,143,R Level Up,,,
Electivire FB LV.X,SV,144,L Level Up,,,
Garchomp C LV.X,SV,145,C Level Up,,,
Rayquaza C LV.X,SV,146,C Level Up,,,
Staraptor FB LV.X,SV,147,C Level Up,,,
Articuno,SV,148,W Basic,,,
Moltres,SV,149,R Basic,,,
Zapdos,SV,150,L Basic,,,
Milotic,SV,SH7,W Stage 1,,,
Relicanth,SV,SH8,F Basic,,,
Yanma,SV,SH9,G Basic,,,
Arcanine,RR,1,R Stage 1,,,
Bastiodon GL,RR,2,M Basic,,,
Darkrai G,RR,3,D Basic,,,
Floatzel GL,RR,4,W Basic,,,
Flygon,RR,5,C Stage 2,,,
Froslass GL,RR,6,W Basic,,,
Jirachi,RR,7,M Basic,,,
Lucario GL,RR,8,F Basic,,,
Luxray GL,RR,9,L Basic,,,
Mismagius GL,RR,10,P Basic,,,
Rampardos GL,RR,11,F Basic,,,
Roserade GL,RR,12,G Basic,,,
Shiftry,RR,13,D Stage 2,,,
Aggron,RR,14,M Stage 2,,,
Beedrill,RR,15,G Stage 2,,,
Bronzong E4,RR,16,P Basic,,,
Drapion E4,RR,17,D Basic,,,
Espeon E4,RR,18,P Basic,,,
Flareon,RR,19,R Stage 1,,,
Gallade E4,RR,20,P Basic,,,
Gastrodon East Sea,RR,21,W Stage 1,,,
Gastrodon West Sea,RR,22,F Stage 1,,,
Golem E4,RR,23,F Basic,,,
Heracross E4,RR,24,G Basic,,,
Hippowdon,RR,25,F Stage 1,,,
Jolteon,RR,26,L Stage 1,,,
Mamoswine GL,RR,27,W Basic,,,
Mr. Mime E4,RR,28,P Basic,,,
Nidoking,RR,29,F Stage 2,,,
Nidoqueen,RR,30,P Stage 2,,,
Raichu GL,RR,31,L Basic,,,
Rhyperior E4,RR,32,F Basic,,,
Snorlax,RR,33,C Basic,,,
Vaporeon,RR,34,W Stage 1,,,
Vespiquen E4,RR,35,G Basic,,,
Walrein,RR,36,W Stage 2,,,
Yanmega E4,RR,37,G Basic,,,
Alakazam E4,RR,38,P Basic,,,
Electrode G,RR,39,L Basic,,,
Gengar GL,RR,40,P Basic,,,
Glaceon,RR,41,W Stage 1,,,
Hippowdon E4,RR,42,F Basic,,,
Infernape E4,RR,43,R Basic,,,
Lairon,RR,44,M Stage 1,,,
Leafeon,RR,45,G Stage 1,,,
Machamp GL,RR,46,F Basic,,,
Rapidash E4,RR,47,R Basic,,,
Scizor E4,RR,48,G Basic,,,
Sharpedo,RR,49,D Stage 1,,,
Starmie,RR,50,W Stage 1,,,
Steelix GL,RR,51,M Basic,,,
Tropius,RR,52,G Basic,,,
Vibrava,RR,53,C Stage 1,,,
Whiscash E4,RR,54,F Basic,,,
Aerodactyl GL,RR,55,F Basic,,,
Ambipom G,RR,56,C Basic,,,
Aron,RR,57,M Basic,,,
Carvanha,RR,58,D Basic,,,
Eevee,RR,59,C Basic,,,
Flareon E4,RR,60,R Basic,,,
Forretress G,RR,61,M Basic,,,
Gliscor E4,RR,62,F Basic,,,
Growlithe,RR,63,R Basic,,,
Hippopotas,RR,64,F Basic,,,
Houndoom E4,RR,65,D Basic,,,
Kakuna,RR,66,G Stage 1,,,
Kecleon,RR,67,C Basic,,,
Koffing,RR,68,P Basic,,,
Munchlax,RR,69,C Basic,,,
Munchlax,RR,70,C Basic,,,
Nidoran ♀,RR,71,P Basic,,,
Nidoran ♂,RR,72,P Basic,,,
Nidorina,RR,73,P Stage 1,,,
Nidorino,RR,74,P Stage 1,,,
Nuzleaf,RR,75,D Stage 1,,,
Quagsire GL,RR,76,W Basic,,,
Sealeo,RR,77,W Stage 1,,,
Seedot,RR,78,G Basic,,,
Shellos East Sea,RR,79,W Basic,,,
Shellos West Sea,RR,80,W Basic,,,
Snorlax,RR,81,C Basic,,,
Spheal,RR,82,W Basic,,,
Staryu,RR,83,W Basic,,,
Trapinch,RR,84,F Basic,,,
Turtwig GL,RR,85,G Basic,,,
Weedle,RR,86,G Basic,,,
Weezing,RR,87,P Stage 1,,,
Aaron's Collection,RR,88,Supporter,,,
Bebe's Search,RR,89,Supporter,,,
Bertha's Warmth,RR,90,Supporter,,,
Flint's Willpower,RR,91,Supporter,,,
Lucian's Assignment,RR,92,Supporter,,,
Pokémon Contest Hall,RR,93,Stadium,,,
Sunyshore City Gym,RR,94,Stadium,,,
Team Galactic's Invention G-107 Technical Machine G,RR,95,Item/Technical Machine,,,
Team Galactic's Invention G-109 SP Radar,RR,96,Item,,,
Underground Expedition,RR,97,Supporter,,,
Volkner's Philosophy,RR,98,Supporter,,,
Darkness Energy,RR,99,Special Energy,,,
Metal Energy,RR,100,Special Energy,,,
SP Energy,RR,101,Special Energy,,,
Upper Energy,RR,102,Special Energy,,,
Alakazam E4 LV.X,RR,103,P Level Up,,,
Floatzel GL LV.X,RR,104,W Level Up,,,
Flygon LV.X,RR,105,C Level Up,,,
Gallade E4 LV.X,RR,106,P Level Up,,,
Hippowdon LV.X,RR,107,F Level Up,,,
Infernape E4 LV.X,RR,108,R Level Up,,,
Luxray GL LV.X,RR,109,L Level Up,,,
Mismagius GL LV.X,RR,110,P Level Up,,,
Snorlax LV.X,RR,111,C Level Up,,,
Pikachu,RR,112,L Basic,,,
Flying Pikachu,RR,113,L Basic,,,
Surfing Pikachu,RR,114,L Basic,,,
Fan Rotom,RR,RT1,L Basic,,,
Frost Rotom,RR,RT2,L Basic,,,
Heat Rotom,RR,RT3,L Basic,,,
Mow Rotom,RR,RT4,L Basic,,,
Wash Rotom,RR,RT5,L Basic,,,
Charon's Choice,RR,RT6,Supporter,,,
Garchomp,P9,1,C Stage 2,,,
Manaphy,P9,2,W Basic,,,
Raichu,P9,3,L Stage 1,,,
Regigigas,P9,4,C Basic,,,
Rotom,P9,5,L Basic,,,
Buizel,P9,6,W Basic,,,
Croagunk,P9,7,P Basic,,,
Gabite,P9,8,C Stage 1,,,
Lopunny,P9,9,C Stage 1,,,
Pachirisu,P9,10,L Basic,,,
Pichu,P9,11,L Basic,,,
Buneary,P9,12,C Basic,,,
Chimchar,P9,13,R Basic,,,
Gible,P9,14,C Basic,,,
Pikachu,P9,15,L Basic,,,
Piplup,P9,16,W Basic,,,
Turtwig,P9,17,G Basic,,,
Ampharos,PL,1,L Stage 2,,,
Blastoise,PL,2,W Stage 2,,,
Blaziken,PL,3,R Stage 2,,,
Delcatty,PL,4,C Stage 1,,,
Dialga,PL,5,M Basic,,,
Dialga,PL,6,M Basic,,,
Dialga G,PL,7,M Basic,,,
Gardevoir,PL,8,P Stage 2,,,
Giratina,PL,9,P Basic,,,
Giratina,PL,10,P Basic,,,
Manectric,PL,11,L Stage 1,,,
Palkia G,PL,12,W Basic,,,
Rampardos,PL,13,F Stage 2,,,
Shaymin,PL,14,G Basic,,,
Shaymin,PL,15,G Basic,,,
Slaking,PL,16,C Stage 2,,,
Weavile G,PL,17,D Basic,,,
Altaria,PL,18,C Stage 1,,,
Banette,PL,19,P Stage 1,,,
Bastiodon,PL,20,M Stage 2,,,
Beautifly,PL,21,G Stage 2,,,
Blissey,PL,22,C Stage 1,,,
Dialga,PL,23,M Basic,,,
Dugtrio,PL,24,F Stage 1,,,
Dustox,PL,25,P Stage 2,,,
Empoleon,PL,26,W Stage 2,,,
Giratina,PL,27,P Basic,,,
Giratina,PL,28,P Basic,,,
Golduck,PL,29,W Stage 1,,,
Gyarados G,PL,30,W Basic,,,
Infernape,PL,31,R Stage 2,,,
Kricketune,PL,32,G Stage 1,,,
Lickilicky,PL,33,C Stage 1,,,
Ludicolo,PL,34,G Stage 2,,,
Luvdisc,PL,35,W Basic,,,
Ninetales,PL,36,R Stage 1,,,
Palkia,PL,37,W Basic,,,
Shaymin,PL,38,G Basic,,,
Torterra,PL,39,G Stage 2,,,
Toxicroak G,PL,40,P Basic,,,
Bronzong G,PL,41,M Basic,,,
Cacturne,PL,42,G Stage 1,,,
Carnivine,PL,43,G Basic,,,
Cascoon,PL,44,G Stage 1,,,
Combusken,PL,45,R Stage 1,,,
Cranidos,PL,46,F Stage 1,,,
Crobat G,PL,47,P Basic,,,
Flaaffy,PL,48,L Stage 1,,,
Grotle,PL,49,G Stage 1,,,
Houndoom G,PL,50,R Basic,,,
Kirlia,PL,51,P Stage 1,,,
Lombre,PL,52,G Stage 1,,,
Lucario,PL,53,M Stage 1,,,
Mightyena,PL,54,D Stage 1,,,
Mismagius,PL,55,P Stage 1,,,
Monferno,PL,56,R Stage 1,,,
Muk,PL,57,P Stage 1,,,
Octillery,PL,58,W Stage 1,,,
Prinplup,PL,59,W Stage 1,,,
Probopass,PL,60,F Stage 1,,,
Seviper,PL,61,P Basic,,,
Shieldon,PL,62,M Stage 1,,,
Silcoon,PL,63,G Stage 1,,,
Vigoroth,PL,64,C Stage 1,,,
Wartortle,PL,65,W Stage 1,,,
Zangoose,PL,66,C Basic,,,
Cacnea,PL,67,G Basic,,,
Carnivine,PL,68,G Basic,,,
Chansey,PL,69,C Basic,,,
Chimchar,PL,70,R Basic,,,
Combee,PL,71,G Basic,,,
Diglett,PL,72,F Basic,,,
Dunsparce,PL,73,C Basic,,,
Electrike,PL,74,L Basic,,,
Grimer,PL,75,P Basic,,,
Happiny,PL,76,C Basic,,,
Honchkrow G,PL,77,D Basic,,,
Kricketot,PL,78,G Basic,,,
Lapras,PL,79,W Basic,,,
Lickitung,PL,80,C Basic,,,
Lotad,PL,81,G Basic,,,
Mareep,PL,82,L Basic,,,
Misdreavus,PL,83,P Basic,,,
Nosepass,PL,84,F Basic,,,
Piplup,PL,85,W Basic,,,
Poochyena,PL,86,D Basic,,,
Psyduck,PL,87,W Basic,,,
Purugly G,PL,88,C Basic,,,
Ralts,PL,89,P Basic,,,
Remoraid,PL,90,W Basic,,,
Riolu,PL,91,F Basic,,,
Shuppet,PL,92,P Basic,,,
Skitty,PL,93,C Basic,,,
Skuntank G,PL,94,P Basic,,,
Slakoth,PL,95,C Basic,,,
Squirtle,PL,96,W Basic,,,
Swablu,PL,97,C Basic,,,
Tauros,PL,98,C Basic,,,
Torchic,PL,99,R Basic,,,
Torkoal,PL,100,R Basic,,,
Turtwig,PL,101,G Basic,,,
Vulpix,PL,102,R Basic,,,
Wurmple,PL,103,G Basic,,,
Broken Time-Space,PL,104,Stadium,,,
Cyrus's Conspiracy,PL,105,Supporter,,,
Galactic HQ,PL,106,Stadium,,,
Level Max,PL,107,Item,,,
Life Herb,PL,108,Item,,,
Looker's Investigation,PL,109,Supporter,,,
Memory Berry,PL,110,Tool,,,
Miasma Valley,PL,111,Stadium,,,
PlusPower,PL,112,Item,,,
Poké Ball,PL,113,Item,,,
Pokédex HANDY910is,PL,114,Item,,,
Pokémon Rescue,PL,115,Item,,,
Team Galactic's Invention G-101 Energy Gain,PL,116,Tool,,,
Team Galactic's Invention G-103 Power Spray,PL,117,Item,,,
Team Galactic's Invention G-105 Poké Turn,PL,118,Item,,,
Armor Fossil,PL,119,Item,,,
Skull Fossil,PL,120,Item,,,
Rainbow Energy,PL,121,Special Energy,,,
Dialga G LV.X,PL,122,M Level Up,,,
Drapion LV.X,PL,123,D Level Up,,,
Giratina LV.X,PL,124,P Level Up,,,
Palkia G LV.X,PL,125,W Level Up,,,
Shaymin LV.X,PL,126,G Level Up,,,
Shaymin LV.X,PL,127,G Level Up,,,
Electabuzz,PL,128,L Basic,,,
Hitmonchan,PL,129,F Basic,,,
Scyther,PL,130,G Basic,,,
Lotad,PL,SH4,G Basic,,,
Swablu,PL,SH5,C Basic,,,
Vulpix,PL,SH6,R Basic,,,
Dusknoir,SF,1,P Stage 2,,,
Empoleon,SF,2,M Stage 2,,,
Infernape,SF,3,F Stage 2,,,
Lumineon,SF,4,W Stage 1,,,
Magnezone,SF,5,M Stage 2,,,
Magnezone,SF,6,L Stage 2,,,
Mismagius,SF,7,P Stage 1,,,
Raichu,SF,8,L Stage 1,,,
Regigigas,SF,9,C Basic,,,
Sceptile,SF,10,G Stage 2,,,
Torterra,SF,11,F Stage 2,,,
Abomasnow,SF,12,W Stage 1,,,
Bronzong,SF,13,P Stage 1,,,
Cherrim,SF,14,G Stage 1,,,
Drapion,SF,15,D Stage 1,,,
Drifblim,SF,16,P Stage 1,,,
Dusknoir,SF,17,P Stage 2,,,
Gengar,SF,18,P Stage 2,,,
Gyarados,SF,19,W Stage 1,,,
Machamp,SF,20,F Stage 2,,,
Mamoswine,SF,21,F Stage 2,,,
Rapidash,SF,22,R Stage 1,,,
Roserade,SF,23,P Stage 1,,,
Salamence,SF,24,C Stage 2,,,
Scizor,SF,25,G Stage 1,,,
Skuntank,SF,26,D Stage 1,,,
Staraptor,SF,27,C Stage 2,,,
Steelix,SF,28,M Stage 1,,,
Tangrowth,SF,29,G Stage 1,,,
Tyranitar,SF,30,D Stage 2,,,
Vespiquen,SF,31,G Stage 1,,,
Bibarel,SF,32,W Stage 1,,,
Budew,SF,33,P Basic,,,
Dusclops,SF,34,P Stage 1,,,
Dusclops,SF,35,P Stage 1,,,
Electrode,SF,36,L Stage 1,,,
Electrode,SF,37,L Stage 1,,,
Farfetch'd,SF,38,C Basic,,,
Grovyle,SF,39,G Stage 1,,,
Haunter,SF,40,P Stage 1,,,
Machoke,SF,41,F Stage 1,,,
Magneton,SF,42,M Stage 1,,,
Magneton,SF,43,L Stage 1,,,
Miltank,SF,44,C Basic,,,
Pichu,SF,45,L Basic,,,
Piloswine,SF,46,F Stage 1,,,
Pupitar,SF,47,F Stage 1,,,
Sableye,SF,48,D Basic,,,
Scyther,SF,49,G Basic,,,
Shelgon,SF,50,C Stage 1,,,
Skarmory,SF,51,M Basic,,,
Staravia,SF,52,C Stage 1,,,
Bagon,SF,53,C Basic,,,
Bidoof,SF,54,C Basic,,,
Bronzor,SF,55,P Basic,,,
Cherubi,SF,56,G Basic,,,
Combee,SF,57,G Basic,,,
Drifloon,SF,58,P Basic,,,
Duskull,SF,59,P Basic,,,
Duskull,SF,60,P Basic,,,
Finneon,SF,61,W Basic,,,
Gastly,SF,62,P Basic,,,
Larvitar,SF,63,F Basic,,,
Machop,SF,64,F Basic,,,
Magikarp,SF,65,W Basic,,,
Magnemite,SF,66,M Basic,,,
Magnemite,SF,67,L Basic,,,
Misdreavus,SF,68,P Basic,,,
Onix,SF,69,F Basic,,,
Pikachu,SF,70,L Basic,,,
Ponyta,SF,71,R Basic,,,
Roselia,SF,72,P Basic,,,
Skorupi,SF,73,G Basic,,,
Snover,SF,74,W Basic,,,
Starly,SF,75,C Basic,,,
Stunky,SF,76,D Basic,,,
Swinub,SF,77,F Basic,,,
Tangela,SF,78,G Basic,,,
Treecko,SF,79,G Basic,,,
Voltorb,SF,80,L Basic,,,
Voltorb,SF,81,L Basic,,,
Conductive Quarry,SF,82,Stadium,,,
Energy Link,SF,83,Tool,,,
Energy Switch,SF,84,Item,,,
Great Ball,SF,85,Item,,,
Luxury Ball,SF,86,Item,,,
Marley's Request,SF,87,Supporter,,,
Poké Blower +,SF,88,Item,,,
Poké Drawer +,SF,89,Item,,,
Poké Healer +,SF,90,Item,,,
Premier Ball,SF,91,Item,,,
Potion,SF,92,Item,,,
Switch,SF,93,Item,,,
Cyclone Energy,SF,94,Special Energy,,,
Warp Energy,SF,95,Special Energy,,,
Dusknoir LV.X,SF,96,P Level Up,,,
Heatran LV.X,SF,97,R Level Up,,,
Machamp LV.X,SF,98,F Level Up,,,
Raichu LV.X,SF,99,L Level Up,,,
Regigigas LV.X,SF,100,C Level Up,,,
Charmander,SF,101,R Basic,,,
Charmeleon,SF,102,R Stage 1,,,
Charizard,SF,103,R Stage 2,,,
Drifloon,SF,SH1,P Basic,,,
Duskull,SF,SH2,P Basic,,,
Voltorb,SF,SH3,L Basic,,,
Heatran,P8,1,R Basic,,,
Lucario,P8,2,F Stage 1,,,
Luxray,P8,3,L Stage 2,,,
Probopass,P8,4,M Stage 1,,,
Yanmega,P8,5,G Stage 1,,,
Cherrim,P8,6,G Stage 1,,,
Carnivine,P8,7,G Basic,,,
Luxio,P8,8,L Stage 1,,,
Night Maintenance,P8,9,Item,,,
Rare Candy,P8,10,Item,,,
Roseanne's Research,P8,11,Supporter,,,
Chimchar,P8,12,R Basic,,,
Croagunk,P8,13,P Basic,,,
Happiny,P8,14,C Basic,,,
Piplup,P8,15,W Basic,,,
Riolu,P8,16,F Basic,,,
Turtwig,P8,17,G Basic,,,
Deoxys Normal Forme,LA,1,P Basic,,,
Dragonite,LA,2,C Stage 2,,,
Froslass,LA,3,W Stage 1,,,
Giratina,LA,4,P Basic,,,
Gliscor,LA,5,F Stage 1,,,
Heatran,LA,6,R Basic,,,
Kingdra,LA,7,W Stage 2,,,
Luxray,LA,8,L Stage 2,,,
Mamoswine,LA,9,W Stage 2,,,
Metagross,LA,10,M Stage 2,,,
Mewtwo,LA,11,P Basic,,,
Politoed,LA,12,W Stage 2,,,
Probopass,LA,13,F Stage 1,,,
Rayquaza,LA,14,C Basic,,,
Regigigas,LA,15,C Basic,,,
Spiritomb,LA,16,P Basic,,,
Yanmega,LA,17,G Stage 1,,,
Armaldo,LA,18,F Stage 2,,,
Azelf,LA,19,P Basic,,,
