name,set,number,type,rarity,image_url,international_prints
Tapu Lele-GX,GRI,60,P Basic,,,
Tapu Lele-GX,GRI,60a,P Basic,,,
Lunala,GRI,61,P Stage 2,,,
Machop,GRI,62,F Basic,,,
Machop,GRI,63,F Basic,,,
Machoke,GRI,64,F Stage 1,,,
Machamp,GRI,65,F Stage 2,,,
Sudowoodo,GRI,66,F Basic,,,
Gligar,GRI,67,F Basic,,,
Gliscor,GRI,68,F Stage 1,,,
Nosepass,GRI,69,F Basic,,,
Barboach,GRI,70,F Basic,,,
Whiscash,GRI,71,F Stage 1,,,
Pancham,GRI,72,F Basic,,,
Rockruff,GRI,73,F Basic,,,
Lycanroc-GX,GRI,74,F Stage 1,,,
Mudbray,GRI,75,F Basic,,,
Mudsdale,GRI,76,F Stage 1,,,
Minior,GRI,77,F Basic,,,
Murkrow,GRI,78,D Basic,,,
Honchkrow,GRI,79,D Stage 1,,,
Sableye,GRI,80,D Basic,,,
Absol,GRI,81,D Basic,,,
Pangoro,GRI,82,D Stage 1,,,
Beldum,GRI,83,M Basic,,,
Metang,GRI,84,M Stage 1,,,
Metagross-GX,GRI,85,M Stage 2,,,
Probopass,GRI,86,M Stage 1,,,
Solgaleo,GRI,87,M Stage 2,,,
Clefairy,GRI,88,Y Basic,,,
Clefable,GRI,89,Y Stage 1,,,
Cottonee,GRI,90,Y Basic,,,
Whimsicott,GRI,91,Y Stage 1,,,
Sylveon-GX,GRI,92,Y Stage 1,,,
Sylveon-GX,GRI,92a,Y Stage 1,,,
Comfey,GRI,93,Y Basic,,,
Goomy,GRI,94,N Basic,,,
Sliggoo,GRI,95,N Stage 1,,,
Goodra,GRI,96,N Stage 2,,,
Drampa,GRI,97,N Basic,,,
Jangmo-o,GRI,98,N Basic,,,
Hakamo-o,GRI,99,N Stage 1,,,
Kommo-o-GX,GRI,100,N Stage 2,,,
Chansey,GRI,101,C Basic,,,
Blissey,GRI,102,C Stage 1,,,
Taillow,GRI,103,C Basic,,,
Swellow,GRI,104,C Stage 1,,,
Castform,GRI,105,C Basic,,,
Rayquaza,GRI,106,C Basic,,,
Patrat,GRI,107,C Basic,,,
Watchog,GRI,108,C Stage 1,,,
Fletchling,GRI,109,C Basic,,,
Fletchinder,GRI,110,C Stage 1,,,
Talonflame,GRI,111,C Stage 2,,,
Stufful,GRI,112,C Basic,,,
Bewear,GRI,113,C Stage 1,,,
Komala,GRI,114,C Basic,,,
Drampa-GX,GRI,115,C Basic,,,
Aether Paradise Conservation Area,GRI,116,Stadium,,,
Altar of the Moone,GRI,117,Stadium,,,
Altar of the Sunne,GRI,118,Stadium,,,
Aqua Patch,GRI,119,Item,,,
Brooklet Hill,GRI,120,Stadium,,,
Choice Band,GRI,121,Tool,,,
Choice Band,GRI,121a,Tool,,,
Energy Loto,GRI,122,Item,,,
Energy Recycler,GRI,123,Item,,,
Enhanced Hammer,GRI,124,Item,,,
Enhanced Hammer,GRI,124a,Item,,,
Field Blower,GRI,125,Item,,,
Field Blower,GRI,125a,Item,,,
Hala,GRI,126,Supporter,,,
Mallow,GRI,127,Supporter,,,
Max Potion,GRI,128,Item,,,
Max Potion,GRI,128a,Item,,,
Multi Switch,GRI,129,Item,,,
Rescue Stretcher,GRI,130,Item,,,
Rescue Stretcher,GRI,130a,Item,,,
Turtonator-GX,GRI,131,R Basic,,,
Alolan Ninetales-GX,GRI,132,W Stage 1,,,
Wishiwashi-GX,GRI,133,W Basic,,,
Vikavolt-GX,GRI,134,L Stage 2,,,
Tapu Koko-GX,GRI,135,L Basic,,,
Toxapex-GX,GRI,136,P Stage 1,,,
Tapu Lele-GX,GRI,137,P Basic,,,
Lycanroc-GX,GRI,138,F Stage 1,,,
Metagross-GX,GRI,139,M Stage 2,,,
Sylveon-GX,GRI,140,Y Stage 1,,,
Kommo-o-GX,GRI,141,N Stage 2,,,
Drampa-GX,GRI,142,C Basic,,,
Hala,GRI,143,Supporter,,,
Hau,GRI,144,Supporter,,,
Mallow,GRI,145,Supporter,,,
Decidueye-GX,GRI,146,G Stage 2,,,
Incineroar-GX,GRI,147,R Stage 2,,,
Turtonator-GX,GRI,148,R Basic,,,
Primarina-GX,GRI,149,W Stage 2,,,
Alolan Ninetales-GX,GRI,150,W Stage 1,,,
Wishiwashi-GX,GRI,151,W Basic,,,
Vikavolt-GX,GRI,152,L Stage 2,,,
Tapu Koko-GX,GRI,153,L Basic,,,
Toxapex-GX,GRI,154,P Stage 1,,,
Tapu Lele-GX,GRI,155,P Basic,,,
Lycanroc-GX,GRI,156,F Stage 1,,,
Metagross-GX,GRI,157,M Stage 2,,,
Metagross-GX,GRI,157a,M Stage 2,,,
Sylveon-GX,GRI,158,Y Stage 1,,,
Kommo-o-GX,GRI,159,N Stage 2,,,
Drampa-GX,GRI,160,C Basic,,,
Aqua Patch,GRI,161,Item,,,
Enhanced Hammer,GRI,162,Item,,,
Field Blower,GRI,163,Item,,,
Max Potion,GRI,164,Item,,,
Rare Candy,GRI,165,Item,,,
Double Colorless Energy,GRI,166,Special Energy,,,
Grass Energy,GRI,167,Basic Energy,,,
Lightning Energy,GRI,168,Basic Energy,,,
Fighting Energy,GRI,169,Basic Energy,,,
Caterpie,SUM,1,G Basic,,,
Metapod,SUM,2,G Stage 1,,,
Butterfree,SUM,3,G Stage 2,,,
Paras,SUM,4,G Basic,,,
Parasect,SUM,5,G Stage 1,,,
Pinsir,SUM,6,G Basic,,,
Surskit,SUM,7,G Basic,,,
Masquerain,SUM,8,G Stage 1,,,
Rowlet,SUM,9,G Basic,,,
Dartrix,SUM,10,G Stage 1,,,
Decidueye,SUM,11,G Stage 2,,,
Decidueye-GX,SUM,12,G Stage 2,,,
Grubbin,SUM,13,G Basic,,,
Fomantis,SUM,14,G Basic,,,
Lurantis-GX,SUM,15,G Stage 1,,,
Morelull,SUM,16,G Basic,,,
Shiinotic,SUM,17,G Stage 1,,,
Bounsweet,SUM,18,G Basic,,,
Steenee,SUM,19,G Stage 1,,,
Tsareena,SUM,20,G Stage 2,,,
Growlithe,SUM,21,R Basic,,,
Arcanine,SUM,22,R Stage 1,,,
Torkoal,SUM,23,R Basic,,,
Litten,SUM,24,R Basic,,,
Torracat,SUM,25,R Stage 1,,,
Incineroar,SUM,26,R Stage 2,,,
Incineroar-GX,SUM,27,R Stage 2,,,
Psyduck,SUM,28,W Basic,,,
Golduck,SUM,29,W Stage 1,,,
Poliwag,SUM,30,W Basic,,,
Poliwhirl,SUM,31,W Stage 1,,,
Poliwrath,SUM,32,W Stage 2,,,
Shellder,SUM,33,W Basic,,,
Cloyster,SUM,34,W Stage 1,,,
Lapras-GX,SUM,35,W Basic,,,
Corsola,SUM,36,W Basic,,,
Wingull,SUM,37,W Basic,,,
Pelipper,SUM,38,W Stage 1,,,
Popplio,SUM,39,W Basic,,,
Brionne,SUM,40,W Stage 1,,,
Primarina,SUM,41,W Stage 2,,,
Primarina-GX,SUM,42,W Stage 2,,,
Crabominable,SUM,43,W Stage 1,,,
Wishiwashi,SUM,44,W Basic,,,
Dewpider,SUM,45,W Basic,,,
Araquanid,SUM,46,W Stage 1,,,
Pyukumuku,SUM,47,W Basic,,,
Bruxish,SUM,48,W Basic,,,
Chinchou,SUM,49,L Basic,,,
Lanturn,SUM,50,L Stage 1,,,
Charjabug,SUM,51,L Stage 1,,,
Vikavolt,SUM,52,L Stage 2,,,
Togedemaru,SUM,53,L Basic,,,
Zubat,SUM,54,P Basic,,,
Golbat,SUM,55,P Stage 1,,,
Crobat,SUM,56,P Stage 2,,,
Alolan Grimer,SUM,57,P Basic,,,
Alolan Muk,SUM,58,P Stage 1,,,
Drowzee,SUM,59,P Basic,,,
Hypno,SUM,60,P Stage 1,,,
Espeon-GX,SUM,61,P Stage 1,,,
Mareanie,SUM,62,P Basic,,,
Toxapex,SUM,63,P Stage 1,,,
Cosmog,SUM,64,P Basic,,,
Cosmoem,SUM,65,P Stage 1,,,
Lunala-GX,SUM,66,P Stage 2,,,
Makuhita,SUM,67,F Basic,,,
Hariyama,SUM,68,F Stage 1,,,
Roggenrola,SUM,69,F Basic,,,
Boldore,SUM,70,F Stage 1,,,
Gigalith,SUM,71,F Stage 2,,,
Crabrawler,SUM,72,F Basic,,,
Passimian,SUM,73,F Basic,,,
Sandygast,SUM,74,F Basic,,,
Palossand,SUM,75,F Stage 1,,,
Alolan Rattata,SUM,76,D Basic,,,
Alolan Raticate,SUM,77,D Stage 1,,,
Alolan Meowth,SUM,78,D Basic,,,
Alolan Persian,SUM,79,D Stage 1,,,
Umbreon-GX,SUM,80,D Stage 1,,,
Carvanha,SUM,81,D Basic,,,
Sharpedo,SUM,82,D Stage 1,,,
Sandile,SUM,83,D Basic,,,
Krokorok,SUM,84,D Stage 1,,,
Krookodile,SUM,85,D Stage 2,,,
Alolan Diglett,SUM,86,M Basic,,,
Alolan Dugtrio,SUM,87,M Stage 1,,,
Skarmory,SUM,88,M Basic,,,
Solgaleo-GX,SUM,89,M Stage 2,,,
Snubbull,SUM,90,Y Basic,,,
Granbull,SUM,91,Y Stage 1,,,
Cutiefly,SUM,92,Y Basic,,,
Ribombee,SUM,93,Y Stage 1,,,
Dratini,SUM,94,N Basic,,,
Dragonair,SUM,95,N Stage 1,,,
Dragonite,SUM,96,N Stage 2,,,
Spearow,SUM,97,C Basic,,,
Fearow,SUM,98,C Stage 1,,,
Kangaskhan,SUM,99,C Basic,,,
Tauros-GX,SUM,100,C Basic,,,
Eevee,SUM,101,C Basic,,,
Eevee,SUM,101a,C Basic,,,
Spinda,SUM,102,C Basic,,,
Lillipup,SUM,103,C Basic,,,
Herdier,SUM,104,C Stage 1,,,
Stoutland,SUM,105,C Stage 2,,,
Pikipek,SUM,106,C Basic,,,
Trumbeak,SUM,107,C Stage 1,,,
Toucannon,SUM,108,C Stage 2,,,
Yungoos,SUM,109,C Basic,,,
Gumshoos-GX,SUM,110,C Stage 1,,,
Stufful,SUM,111,C Basic,,,
Bewear,SUM,112,C Stage 1,,,
Oranguru,SUM,113,C Basic,,,
Big Malasada,SUM,114,Item,,,
Crushing Hammer,SUM,115,Item,,,
Energy Retrieval,SUM,116,Item,,,
Energy Switch,SUM,117,Item,,,
Exp. Share,SUM,118,Tool,,,
Great Ball,SUM,119,Item,,,
Hau,SUM,120,Supporter,,,
Ilima,SUM,121,Supporter,,,
Lillie,SUM,122,Supporter,,,
Nest Ball,SUM,123,Item,,,
Poison Barb,SUM,124,Tool,,,
Poké Ball,SUM,125,Item,,,
Pokémon Catcher,SUM,126,Item,,,
Potion,SUM,127,Item,,,
Professor Kukui,SUM,128,Supporter,,,
Rare Candy,SUM,129,Item,,,
Repel,SUM,130,Item,,,
Rotom Dex,SUM,131,Item,,,
Switch,SUM,132,Item,,,
Team Skull Grunt,SUM,133,Supporter,,,
Timer Ball,SUM,134,Item,,,
Ultra Ball,SUM,135,Item,,,
Double Colorless Energy,SUM,136,Special Energy,,,
Rainbow Energy,SUM,137,Special Energy,,,
Lurantis-GX,SUM,138,G Stage 1,,,
Lapras-GX,SUM,139,W Basic,,,
Espeon-GX,SUM,140,P Stage 1,,,
Lunala-GX,SUM,141,P Stage 2,,,
Umbreon-GX,SUM,142,D Stage 1,,,
Solgaleo-GX,SUM,143,M Stage 2,,,
Tauros-GX,SUM,144,C Basic,,,
Gumshoos-GX,SUM,145,C Stage 1,,,
Ilima,SUM,146,Supporter,,,
Lillie,SUM,147,Supporter,,,
Professor Kukui,SUM,148,Supporter,,,
Team Skull Grunt,SUM,149,Supporter,,,
Lurantis-GX,SUM,150,G Stage 1,,,
Lapras-GX,SUM,151,W Basic,,,
Espeon-GX,SUM,152,P Stage 1,,,
Lunala-GX,SUM,153,P Stage 2,,,
Umbreon-GX,SUM,154,D Stage 1,,,
Solgaleo-GX,SUM,155,M Stage 2,,,
Tauros-GX,SUM,156,C Basic,,,
Gumshoos-GX,SUM,157,C Stage 1,,,
Nest Ball,SUM,158,Item,,,
Rotom Dex,SUM,159,Item,,,
Switch,SUM,160,Item,,,
Ultra Ball,SUM,161,Item,,,
Psychic Energy,SUM,162,Basic Energy,,,
Metal Energy,SUM,163,Basic Energy,,,
Grass Energy,SUM,G,Basic Energy,,,
Fire Energy,SUM,R,Basic Energy,,,
Water Energy,SUM,W,Basic Energy,,,
Lightning Energy,SUM,L,Basic Energy,,,
Psychic Energy,SUM,P,Basic Energy,,,
Fighting Energy,SUM,F,Basic Energy,,,
Darkness Energy,SUM,D,Basic Energy,,,
Metal Energy,SUM,M,Basic Energy,,,
Fairy Energy,SUM,Y,Basic Energy,,,
Rowlet,SMP,1,G Basic,,,
Litten,SMP,2,R Basic,,,
Popplio,SMP,3,W Basic,,,
Pikachu,SMP,4,L Basic,,,
Snorlax-GX,SMP,5,C Basic,,,
Rockruff,SMP,6,F Basic,,,
Pikipek,SMP,7,C Basic,,,
Litten,SMP,8,R Basic,,,
Togedemaru,SMP,9,L Basic,,,
Shiinotic,SMP,10,G Stage 1,,,
Bruxish,SMP,11,W Basic,,,
Passimian,SMP,12,F Basic,,,
Oranguru,SMP,13,C Basic,,,
Lycanroc-GX,SMP,14,F Stage 1,,,
Zygarde,SMP,15,F Basic,,,
Solgaleo-GX,SMP,16,M Stage 2,,,
Lunala-GX,SMP,17,P Stage 2,,,
Alolan Sandslash,SMP,18,W Stage 1,,,
Oricorio,SMP,19,P Basic,,,
Mudsdale,SMP,20,F Stage 1,,,
Drampa,SMP,21,N Basic,,,
Rowlet,SMP,22,G Basic,,,
Litten,SMP,23,R Basic,,,
Popplio,SMP,24,W Basic,,,
Lurantis,SMP,25,G Stage 1,,,
Tsareena,SMP,26,G Stage 2,,,
Turtonator,SMP,27,R Basic,,,
Vikavolt,SMP,28,L Stage 2,,,
Mimikyu,SMP,29,P Basic,,,
Tapu Koko,SMP,30,L Basic,,,
Tapu Koko,SMP,30a,L Basic,,,
Tapu Koko,SMP,31,L Basic,,,
Tapu Bulu-GX,SMP,32,G Basic,,,
Tapu Koko-GX,SMP,33,L Basic,,,
Bewear-GX,SMP,34,C Stage 1,,,
Espeon-GX,SMP,35,P Stage 1,,,
Umbreon-GX,SMP,36,D Stage 1,,,
Decidueye-GX,SMP,37,G Stage 2,,,
Incineroar-GX,SMP,38,R Stage 2,,,
Primarina-GX,SMP,39,W Stage 2,,,
Jangmo-o,SMP,40,N Basic,,,
Komala,SMP,41,C Basic,,,
Cosmog,SMP,42,P Basic,,,
Alolan Meowth,SMP,43,D Basic,,,
Togedemaru,SMP,44,L Basic,,,
Tapu Lele,SMP,45,P Basic,,,
Seviper,SMP,46,P Basic,,,
Crabominable,SMP,47,F Stage 1,,,
Zygarde,SMP,48,N Basic,,,
Bewear,SMP,49,C Stage 1,,,
Tapu Koko-GX,SMP,50,L Basic,,,
Alolan Meowth,SMP,51,D Basic,,,
Golisopod,SMP,52,G Stage 1,,,
Dhelmise,SMP,53,P Basic,,,
Lucario,SMP,54,F Stage 1,,,
Decidueye,SMP,55,G Stage 2,,,
Tsareena-GX,SMP,56,G Stage 2,,,
Ho-Oh-GX,SMP,57,R Basic,,,
Necrozma-GX,SMP,58,P Basic,,,
Marshadow-GX,SMP,59,F Basic,,,
Charizard-GX,SMP,60,R Stage 2,,,
Tapu Bulu,SMP,61,G Basic,,,
Golisopod-GX,SMP,62,G Stage 1,,,
Salazzle-GX,SMP,63,R Stage 1,,,
Silvally,SMP,64,C Stage 1,,,
Alolan Raichu,SMP,65,L Stage 1,,,
Pheromosa-GX,SMP,66,G Basic,,,
Celesteela-GX,SMP,67,M Basic,,,
Xurkitree-GX,SMP,68,L Basic,,,
Buzzwole-GX,SMP,69,F Basic,,,
Shining Ho-Oh,SMP,70,R Basic,,,
Kommo-o-GX,SMP,71,N Stage 2,,,
Alolan Raichu,SMP,72,L Stage 1,,,
Salazzle,SMP,73,P Stage 1,,,
Regirock,SMP,74,F Basic,,,
Registeel,SMP,75,M Basic,,,
Pikachu,SMP,76,L Basic,,,
Mewtwo,SMP,77,P Basic,,,
Champions Festival,SMP,78,Stadium,,,
Shining Celebi,SMP,79,G Basic,,,
Ho-Oh-GX,SMP,80,R Basic,,,
Pikachu,SMP,81,L Basic,,,
Shining Lugia,SMP,82,C Basic,,,
Zorua,SMP,83,D Basic,,,
Zoroark-GX,SMP,84,D Stage 1,,,
Marshadow,SMP,85,P Basic,,,
Pikachu,SMP,86,L Basic,,,
Latias,SMP,87,P Basic,,,
Latios,SMP,88,P Basic,,,
Zoroark,SMP,89,D Stage 1,,,
Raichu-GX,SMP,90,L Stage 1,,,
Silvally-GX,SMP,91,C Stage 1,,,
Tapu Fini,SMP,92,W Basic,,,
Marshadow,SMP,93,P Basic,,,
Wash Rotom,SMP,94,W Basic,,,
Lucario,SMP,95,F Stage 1,,,
Heatran,SMP,96,M Basic,,,
Gumshoos,SMP,97,C Stage 1,,,
Pikachu,SMP,98,L Basic,,,
Mimikyu,SMP,99,P Basic,,,
Lucario-GX,SMP,100,F Stage 1,,,
Dawn Wings Necrozma-GX,SMP,101,P Basic,,,
Dusk Mane Necrozma-GX,SMP,102,M Basic,,,
Lunala-GX,SMP,103,P Stage 2,,,
Lunala-GX,SMP,103a,P Stage 2,,,
Solgaleo-GX,SMP,104,M Stage 2,,,
Solgaleo-GX,SMP,104a,M Stage 2,,,
Lycanroc,SMP,105,F Stage 1,,,
Dawn Wings Necrozma,SMP,106,P Basic,,,
Dusk Mane Necrozma,SMP,107,M Basic,,,
Ash's Pikachu,SMP,108,L Basic,,,
Ash's Pikachu,SMP,109,L Basic,,,
Ash's Pikachu,SMP,110,L Basic,,,
Ash's Pikachu,SMP,111,L Basic,,,
Ash's Pikachu,SMP,112,L Basic,,,
Ash's Pikachu,SMP,113,L Basic,,,
Ash's Pikachu,SMP,114,L Basic,,,
Pheromosa,SMP,115,G Basic,,,
Xurkitree,SMP,116,L Basic,,,
Malamar,SMP,117,P Stage 1,,,
Lycanroc,SMP,118,F Stage 1,,,
Exeggcute,SMP,119,G Basic,,,
Rockruff,SMP,120,F Basic,,,
Raikou-GX,SMP,121,L Basic,,,
Zygarde-GX,SMP,122,F Basic,,,
Dawn Wings Necrozma,SMP,123,P Basic,,,
Dusk Mane Necrozma,SMP,124,M Basic,,,
Naganadel-GX,SMP,125,P Stage 1,,,
Ultra Necrozma-GX,SMP,126,N Basic,,,
Alolan Sandslash,SMP,127,M Stage 1,,,
Alolan Ninetales,SMP,128,Y Stage 1,,,
Kyogre,SMP,129,W Basic,,,
Manectric,SMP,130,L Stage 1,,,
Celesteela,SMP,131,M Basic,,,
Delcatty,SMP,132,C Stage 1,,,
Thundurus-GX,SMP,133,L Basic,,,
Tornadus-GX,SMP,134,C Basic,,,
Latias,SMP,135,N Basic,,,
Latios,SMP,136,N Basic,,,
Reshiram-GX,SMP,137,R Basic,,,
Zekrom-GX,SMP,138,L Basic,,,
Salamence-GX,SMP,139,N Stage 2,,,
Salamence,SMP,140,N Stage 2,,,
White Kyurem-GX,SMP,141,N Basic,,,
Kyurem,SMP,142,N Basic,,,
Moltres,SMP,143,R Basic,,,
Articuno,SMP,144,W Basic,,,
Zapdos,SMP,145,L Basic,,,
Leafeon-GX,SMP,146,G Stage 1,,,
Glaceon-GX,SMP,147,W Stage 1,,,
Champions Festival,SMP,148,Stadium,,,
Suicune,SMP,149,W Basic,,,
Raikou,SMP,150,L Basic,,,
Giratina,SMP,151,P Basic,,,
Tapu Lele,SMP,152,Y Basic,,,
Rowlet,SMP,153,G Basic,,,
Salandit,SMP,154,R Basic,,,
Kingdra-GX,SMP,155,W Stage 2,,,
Dragonite-GX,SMP,156,N Stage 2,,,
Pikachu,SMP,157,L Basic,,,
Charizard,SMP,158,R Stage 2,,,
Zapdos,SMP,159,L Basic,,,
Nidoqueen,SMP,160,P Stage 2,,,
Jirachi,SMP,161,M Basic,,,
Pikachu,SMP,162,L Basic,,,
Mimikyu,SMP,163,Y Basic,,,
Deoxys,SMP,164,P Basic,,,
Ultra Necrozma,SMP,165,N Basic,,,
Magikarp & Wailord-GX,SMP,166,W Basic,,,
Celebi & Venusaur-GX,SMP,167,G Basic,,,
Pikachu & Zekrom-GX,SMP,168,L Basic,,,
Eevee & Snorlax-GX,SMP,169,C Basic,,,
Detective Pikachu,SMP,170,L Basic,,,
Flareon-GX,SMP,171,R Stage 1,,,
Vaporeon-GX,SMP,172,W Stage 1,,,
Jolteon-GX,SMP,173,L Stage 1,,,
Eevee-GX,SMP,174,C Basic,,,
Eevee-GX,SMP,175,C Basic,,,
Eevee-GX,SMP,176,C Basic,,,
Meltan,SMP,177,M Basic,,,
Melmetal-GX,SMP,178,M Stage 1,,,
Volcanion,SMP,179,R Basic,,,
Stakataka,SMP,180,F Basic,,,
Melmetal,SMP,181,M Stage 1,,,
Persian,SMP,182,C Stage 1,,,
Pikachu,SMP,183,L Basic,,,
Eevee,SMP,184,C Basic,,,
Typhlosion,SMP,185,R Stage 2,,,
Flareon,SMP,186,R Stage 1,,,
Alolan Marowak-GX,SMP,187,R Stage 1,,,
Kangaskhan-GX,SMP,188,C Basic,,,
Blastoise-GX,SMP,189,W Stage 2,,,
Detective Pikachu,SMP,190,L Basic,,,
Mewtwo & Mew-GX,SMP,191,P Basic,,,
Lucario & Melmetal-GX,SMP,192,M Basic,,,
Garchomp & Giratina-GX,SMP,193,N Basic,,,
Detective Pikachu,SMP,194,L Basic,,,
Charizard-GX,SMP,195,R Stage 2,,,
Mewtwo-GX,SMP,196,P Basic,,,
Greninja-GX,SMP,197,W Stage 2,,,
Bulbasaur,SMP,198,G Basic,,,
Psyduck,SMP,199,W Basic,,,
Snubbull,SMP,200,Y Basic,,,
Reshiram & Charizard-GX,SMP,201,R Basic,,,
Amoonguss,SMP,202,G Stage 1,,,
Tapu Fini,SMP,203,W Basic,,,
Necrozma,SMP,204,P Basic,,,
Terrakion,SMP,205,F Basic,,,
Pikachu,SMP,206,L Basic,,,
Sudowoodo,SMP,207,F Basic,,,
Vikavolt,SMP,208,L Stage 2,,,
Stakataka,SMP,209,F Basic,,,
Moltres & Zapdos & Articuno-GX,SMP,210,C Basic,,,
Charizard-GX,SMP,211,R Stage 2,,,
Gyarados-GX,SMP,212,W Stage 1,,,
Raichu-GX,SMP,213,L Stage 1,,,
Mewtwo,SMP,214,P Basic,,,
Mew,SMP,215,P Basic,,,
Porygon-Z-GX,SMP,216,C Stage 2,,,
Trevenant & Dusknoir-GX,SMP,217,P Basic,,,
Buzzwole,SMP,218,G Basic,,,
Entei,SMP,219,R Basic,,,
Phione,SMP,220,W Basic,,,
Blacephalon,SMP,221,P Basic,,,
Mismagius,SMP,222,P Stage 1,,,
Terrakion,SMP,223,F Basic,,,
Celebi,SMP,224,P Basic,,,
Victini,SMP,225,R Basic,,,
Charizard,SMP,226,R Stage 2,,,
Pikachu,SMP,227,L Basic,,,
Armored Mewtwo,SMP,228,P Basic,,,
Venusaur & Snivy-GX,SMP,229,G Basic,,,
Charizard & Braixen-GX,SMP,230,R Basic,,,
Champions Festival,SMP,231,Stadium,,,
Pikachu-GX,SMP,232,L Basic,,,
Eevee-GX,SMP,233,C Basic,,,
Pikachu,SMP,234,L Basic,,,
Eevee,SMP,235,C Basic,,,
Alolan Sandslash-GX,SMP,236,W Stage 1,,,
Leafeon,SMP,237,G Stage 1,,,
Glaceon,SMP,238,W Stage 1,,,
Carracosta-GX,SMP,239,F Stage 2,,,
Espeon & Deoxys-GX,SMP,240,P Basic,,,
Umbreon & Darkrai-GX,SMP,241,D Basic,,,
Eevee-GX,SMP,242,C Basic,,,
Regigigas,SMP,243,C Basic,,,
Aipom,SMP,244,C Basic,,,
Mismagius,SMP,245,P Stage 1,,,
Sabrina & Brycen,SMP,246,Supporter,,,
Reshiram & Charizard-GX,SMP,247,R Basic,,,
Pikachu & Zekrom-GX,SMP,248,L Basic,,,
Venusaur-EX,EVO,1,G Basic,,,
M Venusaur-EX,EVO,2,G Mega Evolution,,,
Caterpie,EVO,3,G Basic,,,
Metapod,EVO,4,G Stage 1,,,
Weedle,EVO,5,G Basic,,,
Kakuna,EVO,6,G Stage 1,,,
Beedrill,EVO,7,G Stage 2,,,
Tangela,EVO,8,G Basic,,,
Charmander,EVO,9,R Basic,,,
Charmeleon,EVO,10,R Stage 1,,,
Charizard,EVO,11,R Stage 2,,,
Charizard-EX,EVO,12,R Basic,,,
M Charizard-EX,EVO,13,R Mega Evolution,,,
Vulpix,EVO,14,R Basic,,,
Ninetales,EVO,15,R Stage 1,,,
Ninetales BREAK,EVO,16,R BREAK Evolution,,,
Growlithe,EVO,17,R Basic,,,
Arcanine,EVO,18,R Stage 1,,,
Ponyta,EVO,19,R Basic,,,
Magmar,EVO,20,R Basic,,,
Blastoise-EX,EVO,21,W Basic,,,
M Blastoise-EX,EVO,22,W Mega Evolution,,,
Poliwag,EVO,23,W Basic,,,
Poliwhirl,EVO,24,W Stage 1,,,
Poliwrath,EVO,25,W Stage 2,,,
Slowbro-EX,EVO,26,W Basic,,,
M Slowbro-EX,EVO,27,W Mega Evolution,,,
Seel,EVO,28,W Basic,,,
Dewgong,EVO,29,W Stage 1,,,
Staryu,EVO,30,W Basic,,,
Starmie,EVO,31,W Stage 1,,,
Starmie BREAK,EVO,32,W BREAK Evolution,,,
Magikarp,EVO,33,W Basic,,,
Gyarados,EVO,34,W Stage 1,,,
Pikachu,EVO,35,L Basic,,,
Raichu,EVO,36,L Stage 1,,,
Magnemite,EVO,37,L Basic,,,
Magneton,EVO,38,L Stage 1,,,
Voltorb,EVO,39,L Basic,,,
Electrode,EVO,40,L Stage 1,,,
Electabuzz,EVO,41,L Basic,,,
Zapdos,EVO,42,L Basic,,,
Nidoran♂,EVO,43,P Basic,,,
Nidorino,EVO,44,P Stage 1,,,
Nidoking,EVO,45,P Stage 2,,,
Nidoking BREAK,EVO,46,P BREAK Evolution,,,
Gastly,EVO,47,P Basic,,,
Haunter,EVO,48,P Stage 1,,,
Drowzee,EVO,49,P Basic,,,
Koffing,EVO,50,P Basic,,,
Mewtwo,EVO,51,P Basic,,,
Mewtwo-EX,EVO,52,P Basic,,,
Mew,EVO,53,P Basic,,,
Sandshrew,EVO,54,F Basic,,,
Diglett,EVO,55,F Basic,,,
Dugtrio,EVO,56,F Stage 1,,,
Machop,EVO,57,F Basic,,,
Machoke,EVO,58,F Stage 1,,,
Machamp,EVO,59,F Stage 2,,,
Machamp BREAK,EVO,60,F BREAK Evolution,,,
Onix,EVO,61,F Basic,,,
Hitmonchan,EVO,62,F Basic,,,
Clefairy,EVO,63,Y Basic,,,
Pidgeot-EX,EVO,64,C Basic,,,
M Pidgeot-EX,EVO,65,C Mega Evolution,,,
Rattata,EVO,66,C Basic,,,
Raticate,EVO,67,C Stage 1,,,
Farfetch'd,EVO,68,C Basic,,,
Doduo,EVO,69,C Basic,,,
Chansey,EVO,70,C Basic,,,
Porygon,EVO,71,C Basic,,,
Dragonite-EX,EVO,72,C Basic,,,
Blastoise Spirit Link,EVO,73,Item,,,
Brock's Grit,EVO,74,Supporter,,,
Charizard Spirit Link,EVO,75,Item,,,
Devolution Spray,EVO,76,Item,,,
Energy Retrieval,EVO,77,Item,,,
Full Heal,EVO,78,Item,,,
Maintenance,EVO,79,Item,,,
Misty's Determination,EVO,80,Supporter,,,
Pidgeot Spirit Link,EVO,81,Item,,,
Pokédex,EVO,82,Item,,,
Potion,EVO,83,Item,,,
Professor Oak's Hint,EVO,84,Supporter,,,
Revive,EVO,85,Item,,,
Slowbro Spirit Link,EVO,86,Tool,,,
Super Potion,EVO,87,Item,,,
Switch,EVO,88,Item,,,
Venusaur Spirit Link,EVO,89,Item,,,
Double Colorless Energy,EVO,90,Special Energy,,,
Grass Energy,EVO,91,Basic Energy,,,
